,Unix epoch (ms),ECEF Velocities
115,1532333434.04,1154.0954762603035
116,1532333439.04,1152.533434695817
117,1532333444.04,1150.7731042337537
118,1532333449.04,1148.9907321520475
119,1532333454.04,1147.0101866999757
120,1532333459.04,1145.4703362085288
121,1532333464.04,1143.4899620653327
122,1532333469.04,1141.927918885927
123,1532333474.04,1139.94765174088
124,1532333479.04,1138.1653233534619
125,1532333484.04,1136.4279278547983
126,1532333489.04,1134.6456337119898
127,1532333494.04,1132.8633257236288
128,1532333499.04,1131.1262574819043
129,1532333504.04,1129.123746405327
130,1532333509.04,1127.5616967066817
131,1532333514.04,1125.6047368103343
132,1532333519.04,1123.8224883805453
133,1532333524.04,1122.2833276861368
134,1532333529.04,1120.280875319764
135,1532333534.04,1118.5216037714529
136,1532333539.04,1116.7624119571344
137,1532333544.04,1114.9801891095472
138,1532333549.04,1113.2442683544764
139,1532333554.04,1111.2419167245703
140,1532333559.04,1109.679880243242
141,1532333564.04,1107.7008132136907
142,1532333569.04,1106.1621296772814
143,1532333574.04,1104.1832418828285
144,1532333579.04,1102.4010858456568
145,1532333584.04,1100.6424398938211
146,1532333589.04,1098.883875381554
147,1532333594.04,1097.1017425381965
148,1532333599.04,1095.366991531613
149,1532333604.04,1093.5611504012738
150,1532333609.04,1091.6065151301625
151,1532333614.04,1090.0445043111645
152,1532333619.04,1088.066238282775
153,1532333624.04,1086.5042197508203
154,1532333629.04,1084.526068543249
155,1532333634.04,1082.7680625963726
156,1532333639.04,1081.0101399270861
157,1532333644.04,1079.2281026026897
158,1532333649.04,1077.470282483259
159,1532333654.04,1075.7125461892042
160,1532333659.04,1073.7105272125589
161,1532333664.04,1072.1729010740278
162,1532333669.04,1070.1953641315688
163,1532333674.04,1068.6333663122405
164,1532333679.04,1066.6559472591482
165,1532333684.04,1064.898596987419
166,1532333689.04,1063.1166416997576
167,1532333694.04,1061.3593964054471
168,1532333699.04,1059.6022367152987
169,1532333704.04,1057.8451628880978
170,1532333709.04,1056.0632547053256
171,1532333714.04,1054.0863697882114
172,1532333719.04,1052.524386385217
173,1532333724.04,1050.5727132850423
174,1532333729.04,1048.7908576012146
175,1532333734.04,1047.2288787014425
176,1532333739.04,1045.2775902195021
177,1532333744.04,1043.4957634613625
178,1532333749.04,1041.7139247231707
179,1532333754.04,1039.9828879899376
180,1532333759.04,1037.9812466998328
181,1532333764.04,1036.4192815175963
182,1532333769.04,1034.6886104224836
183,1532333774.04,1032.68702400337
184,1532333779.04,1030.9309483114112
185,1532333784.04,1029.3690002150286
186,1532333789.04,1027.3932308608778
187,1532333794.04,1025.6373559071772
188,1532333799.04,1023.8815711059136
189,1532333804.04,1022.0998713474061
190,1532333809.04,1020.3441988447096
191,1532333814.04,1018.3688689751447
192,1532333819.04,1016.8069496534263
193,1532333824.04,1014.8317482086575
194,1532333829.04,1013.2961042714612
195,1532333834.04,1011.2947524913386
196,1532333839.04,1009.5395002991952
197,1532333844.04,1007.7843404986318
198,1532333849.04,1006.0027452806729
199,1532333854.04,1004.2477010280782
200,1532333859.04,1002.4927499483795
201,1532333864.04,1000.7111898142454
202,1532333869.04,998.7634800735729
203,1532333874.04,997.2016145457595
204,1532333879.04,995.2004516249784
205,1532333884.04,993.6654673420228
206,1532333889.04,991.6913224517502
207,1532333894.04,989.9369002128071
208,1532333899.04,988.1554413576241
209,1532333904.04,986.401138684163
210,1532333909.04,984.6469320062013
211,1532333914.04,982.8655113965422
212,1532333919.04,981.1114255182456
213,1532333924.04,979.1378856562021
214,1532333929.04,977.5760546668574
215,1532333934.04,975.6026531641004
216,1532333939.04,973.8488947667253
217,1532333944.04,972.0952345048947
218,1532333949.04,970.5334300925861
219,1532333954.04,968.5603875137155
220,1532333959.04,966.5596032505773
221,1532333964.04,965.0256803998997
222,1532333969.04,963.2723684838204
223,1532333974.04,961.51915655262
224,1532333979.04,959.5184808159441
225,1532333984.04,957.984844332476
226,1532333989.04,956.0124342490951
227,1532333994.04,954.231256573173
228,1532333999.04,952.4784117373827
229,1532334004.04,950.7256688695085
230,1532334009.04,948.9445364611338
231,1532334014.04,947.1919232649725
232,1532334019.04,945.4394130441084
233,1532334024.04,943.46765192508
234,1532334029.04,941.9059475382495
235,1532334034.04,940.1248812735673
236,1532334039.04,938.1821774341724
237,1532334044.04,936.401172508771
238,1532334049.04,934.649147006064
239,1532334054.04,932.8972270445456
240,1532334059.04,931.1162717421909
241,1532334064.04,929.3644868196977
242,1532334069.04,927.6128085341741
243,1532334074.04,925.8319042136712
244,1532334079.04,923.8611183319175
245,1532334084.04,922.3289281932566
246,1532334089.04,920.328850360948
247,1532334094.04,918.7967802089182
248,1532334099.04,916.8263933573273
249,1532334104.04,915.0456004414607
250,1532334109.04,913.2945663298702
251,1532334114.04,911.5436423541771
252,1532334119.04,909.7928289938393
253,1532334124.04,908.012122848575
254,1532334129.04,906.0423169711403
255,1532334134.04,904.4807710014699
256,1532334139.04,902.5413375881939
257,1532334144.04,900.9798293391098
258,1532334149.04,898.9801105664744
259,1532334154.04,897.2602641341842
260,1532334159.04,895.4797130472443
261,1532334164.04,893.6991566007522
262,1532334169.04,891.9797732195599
263,1532334174.04,890.1992837021371
264,1532334179.04,888.1997602716328
265,1532334184.04,886.6998730834591
266,1532334189.04,884.7004455979943
267,1532334194.04,883.1699507237538
268,1532334199.04,881.1705735696102
269,1532334204.04,879.4523532341291
270,1532334209.04,877.6408844165614
271,1532334214.04,875.9229412170434
272,1532334219.04,874.1426527944006
273,1532334224.04,872.3937166163283
274,1532334229.04,870.6449009496964
275,1532334234.04,868.8646814708505
276,1532334239.04,866.8971425527743
277,1532334244.04,865.3674872410271
278,1532334249.04,863.3684787002921
279,1532334254.04,861.6201170943232
280,1532334259.04,859.8718790378782
281,1532334264.04,858.0918094074681
282,1532334269.04,856.3437339759934
283,1532334274.04,854.5957836422922
284,1532334279.04,852.8479590196588
285,1532334284.04,851.0680038328348
286,1532334289.04,849.1015899190219
287,1532334294.04,847.5404272539021
288,1532334299.04,845.6066851097646
289,1532334304.04,843.7943309258966
290,1532334309.04,842.0796356986841
291,1532334314.04,840.5185404657232
292,1532334319.04,838.5527981675687
293,1532334324.04,836.5872187369853
294,1532334329.04,835.0261726589748
295,1532334334.04,833.2794291315946
296,1532334339.04,831.5328180354336
297,1532334344.04,829.5677329866396
298,1532334349.04,828.0067604816184
299,1532334354.04,826.0418765439629
300,1532334359.04,824.2623487721651
301,1532334364.04,822.5162431472829
302,1532334369.04,820.770273623061
303,1532334374.04,819.0244409244693
304,1532334379.04,817.2450490182371
305,1532334384.04,815.4993997201635
306,1532334389.04,813.5015622504372
307,1532334394.04,812.0085171585772
308,1532334399.04,810.0108068322276
309,1532334404.04,808.4500170133285
310,1532334409.04,806.5206143606831
311,1532334414.04,804.741468582666
312,1532334419.04,802.9623258594157
313,1532334424.04,801.2519418339855
314,1532334429.04,799.4728970659661
315,1532334434.04,797.7283994020815
316,1532334439.04,795.9494082536776
317,1532334444.04,793.9867770476441
318,1532334449.04,792.4609507684179
319,1532334454.04,790.4986498188384
320,1532334459.04,788.9381089738993
321,1532334464.04,786.9760350537288
322,1532334469.04,785.1972663372028
323,1532334474.04,783.4889068770015
324,1532334479.04,781.7102444372392
325,1532334484.04,779.9315881058084
326,1532334489.04,778.0056480796363
327,1532334494.04,776.445282857864
328,1532334499.04,774.6667422518285
329,1532334504.04,772.7414596565419
330,1532334509.04,770.9630385837125
331,1532334514.04,769.4386127173867
332,1532334519.04,767.442148488512
333,1532334524.04,765.6998292685851
334,1532334529.04,763.9576693841029
335,1532334534.04,762.215669777012
336,1532334539.04,760.4374965690079
337,1532334544.04,758.4777072894655
338,1532334549.04,756.9176126670772
339,1532334554.04,754.9580758793211
340,1532334559.04,753.4346647138967
341,1532334564.04,751.4754979121327
342,1532334569.04,749.697596322738
343,1532334574.04,747.956618704143
344,1532334579.04,746.2158092167273
345,1532334584.04,744.4751688995968
346,1532334589.04,742.6974691646371
347,1532334594.04,740.9197818157724
348,1532334599.04,738.9990149656384
349,1532334604.04,737.4392732946048
350,1532334609.04,735.4814951963751
351,1532334614.04,733.92180242485
352,1532334619.04,731.9642983251101
353,1532334624.04,730.22474391813
354,1532334629.04,728.4853672995289
355,1532334634.04,726.7081206252712
356,1532334639.04,724.968993016477
357,1532334644.04,723.2300461877013
358,1532334649.04,721.2353152597254
359,1532334654.04,719.7142626732098
360,1532334659.04,717.7581570945529
361,1532334664.04,716.1988249748395
362,1532334669.04,714.2430120336587
363,1532334674.04,712.5049706892855
364,1532334679.04,710.7282202487226
365,1532334684.04,709.0294544205016
366,1532334689.04,707.2137879299582
367,1532334694.04,705.515461534693
368,1532334699.04,703.7389613079023
369,1532334704.04,701.7844174777119
370,1532334709.04,700.2254364092865
371,1532334714.04,698.3108043874854
372,1532334719.04,696.7519360273948
373,1532334724.04,694.7583701418345
374,1532334729.04,693.0619183407495
375,1532334734.04,691.2858772267313
376,1532334739.04,689.50985980197
377,1532334744.04,687.8141935238402
378,1532334749.04,686.0383459942339
379,1532334754.04,684.04530189918
380,1532334759.04,682.5676550256043
381,1532334764.04,680.5748366032923
382,1532334769.04,679.0570622922032
383,1532334774.04,677.064398359435
384,1532334779.04,675.3297810963404
385,1532334784.04,673.5953777169692
386,1532334789.04,671.8611897477471
387,1532334794.04,670.0859722353619
388,1532334799.04,668.352094979947
389,1532334804.04,666.4014547136387
390,1532334809.04,664.8434378560846
391,1532334814.04,663.1100975420725
392,1532334819.04,661.1600671073503
393,1532334824.04,659.3853080283061
394,1532334829.04,657.6525425772148
395,1532334834.04,656.1368490748062
396,1532334839.04,654.1454812591087
397,1532334844.04,652.4132759896049
398,1532334849.04,650.4645344523154
399,1532334854.04,648.9495640528826
400,1532334859.04,647.1753849563821
401,1532334864.04,645.2272932409243
402,1532334869.04,643.6699527337398
403,1532334874.04,641.7222528564487
404,1532334879.04,639.9914747691354
405,1532334884.04,638.2609407921734
406,1532334889.04,636.7038634924395
407,1532334894.04,634.7571138117439
408,1532334899.04,632.8106767122143
409,1532334904.04,631.2538022283452
410,1532334909.04,629.5242424932125
411,1532334914.04,627.5785049732738
412,1532334919.04,626.0218293737023
413,1532334924.04,624.0765154575117
414,1532334929.04,622.564227088248
415,1532334934.04,620.6194985960827
416,1532334939.04,618.8468173016556
417,1532334944.04,617.1188271033304
418,1532334949.04,615.3463193714749
419,1532334954.04,613.6187229278119
420,1532334959.04,611.6752157559652
421,1532334964.04,610.1643432998787
422,1532334969.04,608.1761421980272
423,1532334974.04,606.6656248465472
424,1532334979.04,604.7231969568455
425,1532334984.04,602.9514628906304
426,1532334989.04,601.4415539431776
427,1532334994.04,599.4999165758991
428,1532334999.04,597.7285137725896
429,1532335004.04,595.7873967978092
430,1532335009.04,594.2783966103035
431,1532335014.04,592.5537783475988
432,1532335019.04,590.5670411533144
433,1532335024.04,589.0120070398028
434,1532335029.04,587.1190625725934
435,1532335034.04,585.5642501034761
436,1532335039.04,583.6251393465589
437,1532335044.04,581.9020613479339
438,1532335049.04,580.1318931901523
439,1532335054.04,578.4092807750116
440,1532335059.04,576.686982982435
441,1532335064.04,574.7016720452533
442,1532335069.04,573.195376644227
443,1532335074.04,571.2584316595382
444,1532335079.04,569.7044887315278
445,1532335084.04,567.7680963568336
446,1532335089.04,566.0474569273031
447,1532335094.04,564.2785001442364
448,1532335099.04,562.7736431378655
449,1532335104.04,560.6233350955907
450,1532335109.04,559.1191080342882
451,1532335114.04,557.350752459493
452,1532335119.04,555.6318166102017
453,1532335124.04,553.6486252041648
454,1532335129.04,552.1949927675571
455,1532335134.04,550.2122550823996
456,1532335139.04,548.4446411974384
457,1532335144.04,546.7773139372053
458,1532335149.04,545.224975662693
459,1532335154.04,543.2429379245649
460,1532335159.04,541.3621829656638
461,1532335164.04,539.81023047985
462,1532335169.04,538.0435766143311
463,1532335174.04,536.1643463876936
464,1532335179.04,534.6127751150614
465,1532335184.04,532.6833454252956
466,1532335189.04,531.1320084508582
467,1532335194.04,529.2549616013775
468,1532335199.04,527.437655456479
469,1532335204.04,525.7760852469855
470,1532335209.04,524.0109192453299
471,1532335214.04,522.2981573099803
472,1532335219.04,520.5858046162841
473,1532335224.04,518.6069317503376
474,1532335229.04,517.1094829713511
475,1532335234.04,515.1840299190349
476,1532335239.04,513.4200293141661
477,1532335244.04,511.9235249787167
478,1532335249.04,509.99929962562226
479,1532335254.04,508.2358995064357
480,1532335259.04,506.5264291097209
481,1532335264.04,504.817401800654
482,1532335269.04,503.10882195324893
483,1532335274.04,501.13250987230214
484,1532335279.04,499.6384224623731
485,1532335284.04,497.6625943951606
486,1532335289.04,496.22405918458907
487,1532335294.04,494.1938043439209
488,1532335299.04,492.5427176309023
489,1532335304.04,490.78155964519254
490,1532335309.04,489.0761566257329
491,1532335314.04,487.3712396284176
492,1532335319.04,485.61078756866675
493,1532335324.04,483.90664554905925
494,1532335329.04,481.98980528196034
495,1532335334.04,480.49986416830853
496,1532335339.04,478.52734237661195
497,1532335344.04,477.03810817929417
498,1532335349.04,475.06615628452755
499,1532335354.04,473.36471491271595
500,1532335359.04,471.663803075851
